RUA,NUM,IDD,SEXO
RUA T,139,13,F
RUA A,669,56,M
RUA K,131,62,M
RUA N,952,40,F
RUA F,992,8,M
RUA Q,376,24,M
RUA P,59,19,F
RUA J,205,15,M
RUA K,87,50,F
RUA L,339,65,F
RUA O,72,9,M
RUA X,566,98,F
RUA J,185,5,F
RUA N,439,12,M
RUA O,268,19,M
RUA W,14,46,M
RUA M,195,16,F
RUA J,12,86,F
RUA E,333,97,M
RUA D,153,81,F
RUA C,263,27,F
RUA B,366,81,M
RUA O,813,89,M
RUA N,319,61,F
RUA A,322,2,F
RUA L,756,81,M
RUA I,30,99,F
RUA O,628,19,F
RUA I,508,44,M
RUA G,845,5,M
RUA E,108,98,F
RUA L,184,99,M
RUA R,23,48,F
RUA V,837,18,F
RUA D,809,28,M
RUA L,512,59,M
RUA C,969,96,M
RUA O,281,27,F
RUA L,975,1,F
RUA E,968,76,M
RUA H,489,47,M
RUA P,65,20,M
RUA M,841,40,F
RUA D,273,24,M
RUA O,687,12,M
RUA G,471,5,F
RUA F,994,100,F
RUA V,589,71,M
RUA T,468,18,F
RUA B,637,17,M
RUA L,5,60,F
RUA Q,364,69,F
RUA K,134,45,M
RUA X,102,65,M
RUA Q,673,70,F
RUA N,414,78,M
RUA R,996,17,F
RUA F,740,72,M
RUA D,198,90,F
RUA D,44,77,F
RUA C,377,58,M
RUA K,610,10,F
RUA G,910,4,F
RUA V,636,14,F
RUA E,741,75,F
RUA F,308,75,M
RUA I,530,41,M
RUA T,633,73,M
RUA G,845,69,M
RUA J,647,32,M
RUA V,305,56,F
RUA G,165,42,F
RUA C,416,15,F
RUA U,575,100,F
RUA D,524,90,F
RUA A,566,73,M
RUA J,480,90,M
RUA H,306,26,M
RUA S,630,89,M
RUA C,260,50,M
RUA X,91,86,F
RUA K,523,28,M
RUA C,970,32,F
RUA J,372,33,M
RUA R,362,8,F
RUA W,641,43,F
RUA A,287,64,M
RUA D,914,1,M
RUA K,77,48,F
RUA U,60,84,M
RUA C,22,46,M
RUA S,152,32,M
RUA J,79,99,F
RUA N,236,74,F
RUA J,705,26,F
RUA V,904,96,F
RUA H,200,7,M
RUA M,737,52,F
RUA P,683,96,M
RUA P,918,45,M
RUA O,790,85,M
RUA M,44,81,M
RUA Q,132,21,M
RUA G,92,22,F
RUA S,73,83,M
RUA H,267,12,M
RUA L,404,54,F
RUA K,788,91,M
RUA L,748,66,F
RUA N,539,52,F
RUA Q,900,88,M
RUA E,571,19,M
RUA P,462,68,F
RUA D,162,87,F
RUA V,22,37,M
RUA H,710,87,M
RUA E,710,33,F
RUA G,429,6,F
RUA J,846,88,M
RUA A,128,73,M
RUA M,923,55,F
RUA N,818,85,F
RUA X,276,23,M
RUA G,405,65,M
RUA I,749,39,M
RUA I,242,25,F
RUA U,694,51,M
RUA K,357,28,F
RUA F,202,89,M
RUA F,541,78,F
RUA C,12,24,M
RUA M,796,60,F
RUA M,705,47,F
RUA L,551,46,M
RUA J,501,5,F
RUA Q,264,37,F
RUA N,628,73,M
RUA H,951,52,M
RUA I,319,40,F
RUA N,662,93,F
RUA W,425,66,M
RUA E,388,43,M
RUA G,679,18,M
RUA B,879,48,M
RUA W,714,58,M
RUA N,541,57,F
RUA J,917,20,F
RUA A,934,86,M
RUA T,259,78,F
RUA S,141,83,F
RUA V,529,63,F
RUA R,337,49,M
RUA G,493,63,M
RUA L,568,68,M
RUA W,603,55,F
RUA L,876,21,F
RUA H,386,91,M
RUA B,149,41,F
RUA T,954,3,M
RUA A,118,73,M
RUA F,117,52,F
RUA L,267,78,M
RUA V,31,53,M
RUA H,59,18,F
RUA T,172,25,M
RUA H,203,20,F
RUA G,789,96,M
RUA B,666,10,F
RUA L,86,85,M
RUA H,95,21,M
RUA B,100,61,F
RUA Q,860,15,F
RUA K,388,63,F
RUA O,284,39,F
RUA N,892,78,F
RUA M,373,32,M
RUA F,668,70,F
RUA F,240,57,F
RUA P,74,82,M
RUA A,232,73,M
RUA E,3,93,F
RUA T,912,100,F
RUA M,133,59,F
RUA N,47,17,M
RUA Q,599,94,F
RUA S,194,29,M
RUA U,356,39,F
RUA R,277,84,M
RUA V,513,53,F
RUA E,275,89,F
RUA Q,522,64,M
RUA I,25,33,F
RUA A,550,45,M
RUA O,414,86,F
RUA D,649,75,F
RUA E,148,22,F
RUA H,758,71,F
RUA S,803,8,M
RUA C,618,5,F
RUA E,165,42,F
RUA E,551,41,F
RUA J,195,83,F
RUA Q,740,11,M
RUA U,17,15,M
RUA J,768,15,F
RUA J,260,35,F
RUA B,753,42,M
RUA U,316,72,F
RUA W,929,26,M
RUA H,895,95,F
RUA H,661,44,M
RUA J,377,98,M
RUA X,834,93,F
RUA O,856,82,F
RUA B,397,63,F
RUA V,817,87,F
RUA E,463,63,F
RUA E,161,86,M
RUA K,937,70,M
RUA K,650,96,F
RUA B,130,79,F
RUA E,192,52,M
RUA I,321,40,F
RUA R,869,21,M
RUA P,430,42,F
RUA B,701,77,F
RUA C,774,91,M
RUA L,280,30,F
RUA H,110,40,M
RUA D,970,96,F
RUA P,215,44,M
RUA O,5,7,F
RUA U,811,83,M
RUA C,487,67,M
RUA A,879,94,M
RUA G,306,33,M
RUA C,246,20,M
RUA D,715,2,M
RUA P,378,79,F
RUA F,941,99,M
RUA P,649,6,F
RUA K,608,86,M
RUA F,384,12,F
RUA U,405,0,F
RUA F,170,86,F
RUA E,88,42,M
RUA N,125,49,F
RUA K,288,2,M
RUA G,688,49,M
RUA K,454,69,F
RUA B,312,92,F
RUA K,685,40,F
RUA C,736,49,M
RUA K,358,34,F
RUA W,433,34,M
RUA M,95,4,F
RUA H,770,90,F
RUA W,335,57,M
RUA X,138,98,F
RUA W,391,37,M
RUA J,494,62,F
RUA Q,333,26,F
RUA N,815,58,M
RUA R,564,59,F
RUA E,542,18,F
RUA X,852,68,M
RUA S,152,65,M
RUA U,595,27,M
RUA N,956,98,F
RUA S,163,0,M
RUA I,484,52,F
RUA U,124,62,M
RUA X,664,74,M
RUA C,869,68,F
RUA E,864,42,M
RUA S,663,6,F
RUA M,655,93,M
RUA W,659,44,F
RUA P,2,72,F
RUA H,629,11,M
RUA I,361,80,F
RUA X,918,4,M
RUA E,229,27,F
RUA U,454,28,F
RUA E,9,42,M
RUA M,311,10,F
RUA C,265,31,F
RUA T,101,93,M
RUA H,876,87,M
RUA G,182,3,F
RUA C,360,85,M
RUA M,386,35,F
RUA R,362,71,M
RUA S,976,18,M
RUA B,739,43,M
RUA R,617,28,F
RUA M,863,17,F
RUA C,586,55,M
RUA F,754,80,F
RUA I,536,35,F
RUA K,213,38,M
RUA P,113,72,M
RUA I,793,67,M
RUA W,896,25,M
RUA R,941,30,M
RUA X,543,71,F
RUA V,186,26,M
RUA X,245,4,M
RUA G,812,27,F
RUA Q,254,25,F
RUA M,796,0,M
RUA L,511,55,M
RUA N,979,99,F
RUA I,603,19,M
RUA N,753,44,M
RUA T,103,72,F
RUA T,389,29,M
RUA P,464,67,M
RUA E,841,67,M
RUA G,185,97,M
RUA E,193,35,M
RUA B,232,41,F
RUA X,455,53,M
RUA G,511,41,F
RUA U,707,34,M
RUA V,840,42,M
RUA E,114,51,M
RUA U,181,21,M
RUA C,558,28,M
RUA F,658,70,F
RUA B,293,13,F
RUA V,960,81,F
RUA N,951,87,F
RUA N,363,98,F
RUA R,95,68,M
RUA Q,536,40,M
RUA W,248,39,F
RUA K,900,7,M
RUA D,658,56,F
RUA L,777,100,F
RUA O,245,44,M
RUA L,236,73,M
RUA J,126,86,M
RUA W,103,40,M
RUA I,737,62,F
RUA A,347,79,M
RUA R,311,93,F
RUA S,189,49,M
RUA W,755,84,F
RUA K,323,14,F
RUA Q,799,3,F
RUA B,648,35,F
RUA C,571,98,M
RUA S,290,70,M
RUA R,809,27,M
RUA T,342,6,M
RUA V,245,82,F
RUA O,388,40,M
RUA O,387,77,M
RUA X,431,75,F
RUA W,144,57,F
RUA V,138,50,F
RUA J,553,21,F
RUA S,259,5,F
RUA G,473,27,M
RUA G,160,64,M
RUA W,375,48,M
RUA I,769,87,M
RUA G,201,32,M
RUA J,511,12,F
RUA Q,37,30,M
RUA M,524,14,M
RUA C,188,48,M
RUA Q,376,63,F
RUA D,765,99,F
RUA M,616,17,M
RUA P,826,87,F
RUA Q,675,26,M
RUA N,154,76,F
RUA I,266,19,F
RUA G,135,41,M
RUA N,507,5,F
RUA G,588,9,M
RUA U,299,10,M
RUA L,966,87,M
RUA V,633,55,M
RUA S,265,11,M
RUA V,277,93,M
RUA K,701,45,M
RUA A,95,21,F
RUA N,894,8,F
RUA F,21,58,M
RUA C,397,47,M
RUA S,339,75,M
RUA P,501,34,M
RUA Q,6,4,M
RUA M,472,32,F
RUA M,810,80,F
RUA G,666,96,M
RUA T,512,4,F
RUA S,60,46,F
RUA G,749,97,F
RUA E,764,11,M
RUA M,492,20,M
RUA V,231,0,M
RUA I,618,30,M
RUA K,812,72,F
RUA M,689,85,F
RUA C,747,26,M
RUA B,306,51,F
RUA S,184,93,F
RUA L,205,98,F
RUA U,110,87,M
RUA O,28,87,F
RUA F,280,37,F
RUA W,204,63,F
RUA V,984,13,M
RUA S,567,16,M
RUA F,151,4,M
RUA E,456,23,F
RUA N,170,40,F
RUA S,231,6,F
RUA U,336,24,M
RUA A,906,63,M
RUA Q,408,93,M
RUA E,318,88,F
RUA F,70,38,F
RUA C,207,35,F
RUA P,24,87,F
RUA Q,757,98,M
RUA M,45,92,M
RUA V,397,89,M
RUA K,555,47,M
RUA N,197,76,F
RUA T,463,10,M
RUA M,604,23,F
RUA Q,278,36,F
RUA A,185,25,F
RUA Q,553,44,F
RUA J,371,66,F
RUA E,740,71,F
RUA X,39,79,F
RUA D,227,90,M
RUA P,189,38,F
RUA J,838,62,F
RUA V,215,9,M
RUA F,412,32,F
RUA L,468,42,M
RUA C,413,91,F
RUA X,911,77,F
RUA G,664,34,F
RUA J,863,18,F
RUA I,323,4,M
RUA Q,45,75,F
RUA Q,801,49,F
RUA W,420,96,M
RUA X,738,28,F
RUA U,768,19,F
RUA X,838,58,M
RUA V,860,89,F
RUA Q,871,34,M
RUA U,306,21,F
RUA H,761,80,F
RUA Q,739,52,M
RUA R,650,61,F
RUA J,935,33,F
RUA E,139,85,F
RUA A,420,41,M
RUA L,614,71,F
RUA E,502,5,M
RUA B,188,46,M
RUA X,650,77,F
RUA S,868,39,M
RUA S,964,84,M
RUA R,773,23,F
RUA V,999,28,M
RUA I,42,39,F
RUA D,209,52,M
RUA G,505,93,M
RUA A,651,25,M
RUA F,88,61,M
RUA Q,152,29,M
RUA W,831,90,M
RUA B,83,58,M
RUA T,415,4,M
RUA D,109,95,M
RUA S,517,4,M
RUA W,796,8,F
RUA L,595,2,M
RUA Q,132,21,M
RUA A,32,37,M
RUA N,242,45,M
RUA A,168,42,F
RUA O,535,3,F
RUA N,467,55,M
RUA P,806,23,F
RUA I,324,24,F
RUA C,951,14,F
RUA G,482,56,M
RUA G,415,51,M
RUA E,991,48,M
RUA I,479,18,F
RUA J,409,1,M
RUA I,98,94,M
RUA S,915,37,F
RUA G,155,83,F
RUA T,485,6,M
RUA I,181,13,F
RUA I,974,47,M
RUA X,35,41,M
RUA H,941,59,F
RUA Q,723,91,F
RUA D,513,8,M
RUA Q,652,51,F
RUA G,613,60,F
RUA O,819,33,F
RUA C,525,41,F
RUA M,153,1,F
RUA O,741,61,M
RUA M,184,99,F
RUA D,258,67,F
RUA C,35,44,F
RUA J,458,41,M
RUA A,891,89,M
RUA K,71,17,F
RUA G,498,5,M
RUA B,189,8,F
RUA Q,97,36,F
RUA M,405,49,M
RUA H,825,67,M
RUA U,41,91,F
RUA Q,733,96,F
RUA X,584,81,M
RUA W,939,77,M
RUA N,127,99,F
RUA U,467,65,M
RUA I,910,33,F
RUA A,106,80,F
RUA N,566,39,M
RUA U,325,23,M
RUA G,722,58,M
RUA E,747,29,M
RUA Q,596,78,F
RUA K,846,26,F
RUA R,45,68,M
RUA D,314,49,F
RUA C,528,47,M
RUA W,355,56,M
RUA C,106,96,F
RUA C,387,50,F
RUA D,808,19,M
RUA H,407,39,M
RUA A,826,90,M
RUA R,785,65,M
RUA K,241,73,F
RUA T,930,43,F
RUA L,310,93,M
RUA Q,589,97,M
RUA H,529,4,M
RUA I,221,83,M
RUA X,753,74,M
RUA D,489,73,F
RUA U,658,48,M
RUA L,971,9,F
RUA M,854,56,M
RUA S,715,90,F
RUA F,745,8,M
RUA X,37,98,M
RUA P,907,14,F
RUA B,386,33,F
RUA N,969,54,F
RUA E,364,21,F
RUA W,996,26,M
RUA N,689,64,M
RUA V,713,68,M
RUA R,551,6,M
RUA C,685,26,F
RUA U,735,44,F
RUA O,119,84,M
RUA L,156,47,M
RUA B,265,91,F
RUA L,431,11,F
RUA L,301,63,F
RUA H,227,15,M
RUA X,320,48,M
RUA U,598,50,F
RUA K,843,97,M
RUA W,457,90,M
RUA F,794,93,F
RUA N,242,30,F
RUA J,259,13,F
RUA P,890,60,F
RUA E,377,82,F
RUA S,405,70,M
RUA P,954,38,M
RUA G,669,64,F
RUA V,477,78,M
RUA Q,466,42,F
RUA A,841,94,F
RUA M,634,94,F
RUA M,252,50,F
RUA H,544,94,M
RUA N,503,18,F
RUA V,351,38,F
RUA F,43,31,M
RUA K,435,35,M
RUA T,302,62,F
RUA V,101,92,F
RUA U,259,14,F
RUA O,887,83,M
RUA B,111,83,F
RUA I,18,28,M
RUA Q,654,8,M
RUA I,448,80,F
RUA O,744,4,M
RUA N,929,7,M
RUA C,540,65,F
RUA X,908,34,F
RUA O,208,37,M
RUA T,282,10,F
RUA S,956,68,F
RUA O,440,42,F
RUA S,656,20,M
RUA H,519,92,F
RUA R,769,96,F
RUA P,480,34,M
RUA E,559,92,F
RUA T,759,1,F
RUA C,848,67,M
RUA B,792,92,F
RUA B,794,62,M
RUA F,918,77,F
RUA O,549,15,M
RUA E,693,84,F
RUA L,897,44,F
RUA O,502,50,F
RUA B,231,46,F
RUA X,180,55,M
RUA T,734,59,F
RUA P,475,84,F
RUA G,159,69,M
RUA C,756,71,M
RUA B,125,83,F
RUA Q,769,91,M
RUA C,744,2,M
RUA D,467,58,F
RUA S,1000,0,F
RUA R,182,36,F
RUA T,427,36,M
RUA H,215,51,M
RUA I,690,54,M
RUA L,896,77,F
RUA T,360,83,F
RUA V,242,58,M
RUA V,117,85,M
RUA P,144,23,F
RUA W,627,14,F
RUA W,203,32,M
RUA C,575,87,M
RUA A,795,90,F
RUA L,569,32,F
RUA H,6,4,M
RUA X,548,2,M
RUA C,604,16,F
RUA F,506,56,F
RUA E,957,54,M
RUA G,345,95,F
RUA H,540,52,F
RUA I,660,36,M
RUA S,849,47,M
RUA I,4,0,M
RUA W,823,46,M
RUA K,408,11,M
RUA U,678,92,F
RUA B,371,13,F
RUA C,11,47,M
RUA H,633,17,F
RUA D,253,10,F
RUA S,441,89,M
RUA I,707,53,F
RUA B,107,4,M
RUA M,903,11,M
RUA Q,207,28,F
RUA W,222,14,F
RUA U,833,29,F
RUA K,396,31,F
RUA H,599,10,F
RUA P,902,38,M
RUA O,614,44,M
RUA M,994,72,F
RUA N,979,57,M
RUA L,168,48,F
RUA C,251,48,M
RUA L,443,80,F
RUA F,476,65,F
RUA C,173,71,F
RUA I,292,43,M
RUA F,184,9,F
RUA C,557,5,F
RUA V,767,43,M
RUA S,4,31,M
RUA N,107,20,M
RUA M,265,15,M
RUA K,516,17,F
RUA X,546,31,F
RUA U,262,35,F
RUA H,802,62,F
RUA D,120,19,F
RUA J,164,4,F
RUA N,354,45,F
RUA W,258,99,F
RUA Q,539,83,M
RUA E,874,75,F
RUA A,165,2,F
RUA H,231,41,F
RUA M,812,6,M
RUA X,4,6,F
RUA S,564,49,M
RUA L,209,36,M
RUA L,871,0,F
RUA D,283,32,M
RUA E,92,77,M
RUA S,193,68,F
RUA R,512,28,M
RUA U,895,26,M
RUA F,903,68,M
RUA V,437,21,M
RUA B,414,84,M
RUA S,277,21,F
RUA V,830,27,M
RUA K,990,54,F
RUA R,636,13,F
RUA H,859,48,M
RUA T,439,32,F
RUA L,835,53,F
RUA N,130,89,F
RUA W,639,23,M
RUA B,738,75,M
RUA L,371,47,M
RUA W,407,36,F
RUA X,876,94,M
RUA J,466,40,F
RUA U,354,13,F
RUA D,217,9,F
RUA M,145,28,M
RUA S,651,22,M
RUA B,303,15,M
RUA R,636,20,M
RUA E,80,65,F
RUA C,156,35,M
RUA H,946,48,F
RUA T,731,20,M
RUA T,149,70,M
RUA T,441,37,F
RUA K,786,67,M
RUA U,860,94,F
RUA B,546,3,M
RUA T,529,85,M
RUA R,759,46,M
RUA S,322,74,F
RUA S,251,30,M
RUA G,946,63,F
RUA I,279,2,F
RUA K,116,30,F
RUA D,5,0,F
RUA W,126,53,M
RUA U,271,33,M
RUA M,209,29,F
RUA W,112,15,M
RUA W,720,97,M
RUA U,248,40,F
RUA R,297,26,M
RUA H,298,42,M
RUA H,575,76,M
RUA K,604,72,F
RUA X,200,7,F
RUA M,908,62,F
RUA Q,228,95,M
RUA R,672,8,M
RUA K,565,6,M
RUA K,957,67,F
RUA L,40,74,F
RUA H,261,76,M
RUA R,191,76,M
RUA E,174,41,M
RUA W,751,32,F
RUA U,773,98,F
RUA X,307,40,M
RUA D,206,10,M
RUA F,285,91,F
RUA C,660,21,M
RUA T,713,41,M
RUA G,567,3,F
RUA H,730,22,F
RUA D,77,34,M
RUA R,881,0,F
RUA J,504,98,M
RUA H,594,48,F
RUA X,900,17,M
RUA N,3,34,F
RUA W,707,46,F
RUA D,668,82,M
RUA B,371,50,M
RUA T,330,88,M
RUA B,252,39,F
RUA K,75,33,M
RUA P,695,83,F
RUA W,223,39,M
RUA S,646,49,F
RUA W,930,93,M
RUA L,75,8,F
RUA W,56,65,M
RUA H,271,75,F
RUA L,44,8,F
RUA S,249,78,F
RUA J,610,81,F
RUA R,598,36,F
RUA I,412,13,M
RUA B,898,9,F
RUA Q,175,43,F
RUA Q,830,35,M
RUA U,928,41,M
RUA Q,954,40,F
RUA C,478,78,F
RUA H,644,19,F
RUA O,686,18,F
RUA C,673,1,F
RUA L,383,6,F
RUA E,33,70,M
RUA O,650,67,M
RUA H,567,5,M
RUA E,40,81,F
RUA S,540,98,M
RUA F,331,94,F
RUA C,973,68,F
RUA S,510,73,M
RUA X,180,9,M
RUA M,957,19,F
RUA I,484,29,M
RUA B,409,2,F
RUA P,166,44,M
RUA U,229,57,M
RUA N,921,24,F
RUA C,227,86,M
RUA Q,394,94,F
RUA O,296,66,M
RUA M,806,16,M
RUA M,710,0,M
RUA S,311,2,F
RUA W,348,71,F
RUA L,152,45,M
RUA O,248,41,M
RUA B,881,26,F
RUA E,427,3,F
RUA U,134,75,M
RUA M,744,84,M
RUA K,336,76,M
RUA A,417,28,M
RUA J,438,32,M
RUA D,838,100,F
RUA J,34,4,F
RUA K,31,6,M
RUA G,764,58,F
RUA L,825,33,M
RUA I,219,59,F
RUA N,879,53,M
RUA P,664,64,F
RUA G,267,13,M
RUA X,975,93,F
RUA N,263,45,F
RUA P,598,36,F
RUA B,420,45,M
RUA W,986,36,F
RUA W,244,94,M
RUA D,621,64,F
RUA I,511,21,M
RUA I,705,43,F
RUA S,559,6,M
RUA K,131,12,F
RUA R,384,3,F
RUA X,393,45,M
RUA U,280,11,F
RUA J,477,83,F
RUA F,387,70,F
RUA J,92,7,M
RUA U,199,35,M
RUA R,380,13,M
RUA G,633,0,F
RUA N,174,6,F
RUA G,254,67,M
RUA J,597,84,F
RUA N,942,15,F
RUA N,584,38,M
RUA X,130,20,F
RUA W,688,9,M
RUA A,9,17,F
RUA J,204,56,M
RUA R,119,21,F
RUA D,490,26,M
RUA G,198,9,M
RUA O,255,68,F
RUA U,83,84,M
RUA G,671,95,F
RUA C,299,57,F
RUA E,354,49,F
RUA A,349,22,F
RUA T,1,82,M
RUA K,321,43,F
RUA L,788,24,M
RUA H,754,16,M
RUA H,205,97,M
RUA D,996,61,F
RUA S,49,89,F
RUA L,486,10,M
RUA U,352,69,F
RUA V,318,96,M
RUA H,278,17,F
RUA D,23,75,M
RUA H,906,72,F
RUA C,790,79,F
RUA C,897,72,M
RUA I,734,0,M
RUA O,532,86,F
RUA F,361,50,F
RUA B,583,51,F
RUA I,106,42,F
RUA W,732,87,F
RUA X,61,8,M
RUA X,283,42,F
RUA U,309,9,F
RUA S,235,49,M
RUA P,525,15,F
RUA I,29,76,M
RUA C,820,26,F
RUA I,352,84,F
RUA F,291,75,M
RUA J,30,94,F
RUA J,532,81,F
RUA A,14,95,F
RUA N,665,47,M
RUA V,131,98,F
RUA I,93,97,M
RUA S,47,0,F
RUA B,640,1,M
RUA M,923,99,M
RUA F,268,14,F
RUA U,835,8,M
RUA P,327,53,M
RUA D,404,70,F
RUA F,596,64,M
RUA K,222,84,M
RUA Q,637,74,M
RUA K,958,47,F
RUA T,447,92,M
RUA R,841,100,F
RUA U,105,34,M
RUA G,23,8,F
RUA K,55,40,M
RUA K,693,98,F
RUA W,492,33,F
RUA N,280,32,M
RUA J,923,35,F
RUA B,539,91,F
RUA N,983,55,F
RUA H,373,66,M
RUA S,544,48,M
RUA A,416,60,F
RUA R,889,44,F
RUA J,152,63,M
RUA U,255,55,M
RUA K,9,63,F
RUA V,730,62,F
RUA A,917,90,M
RUA S,781,96,M
RUA G,706,33,F
RUA L,663,94,M
RUA F,142,100,F
RUA J,243,76,M
RUA O,150,94,F
RUA O,232,61,F
RUA B,266,12,F
RUA J,489,88,M
RUA K,209,32,M
RUA O,703,7,M
RUA X,271,36,F
RUA R,640,54,F
RUA M,686,60,F
RUA B,680,78,F
RUA F,90,76,F
RUA S,388,25,F
RUA I,59,44,M
RUA P,477,8,F
RUA B,450,48,F
RUA Q,339,94,M
RUA I,74,30,M
RUA K,505,38,M
RUA A,36,98,F
RUA M,118,41,F
RUA D,455,24,F
RUA V,768,59,M
RUA R,89,68,F
RUA N,294,19,F
RUA C,184,49,F
RUA C,869,3,M
RUA K,532,39,F
RUA P,478,40,M
RUA L,381,77,F
RUA L,44,46,M
RUA A,449,68,M
RUA V,570,73,M
RUA A,181,16,F
RUA R,144,5,F
RUA W,160,78,M
RUA E,720,51,M
RUA L,54,85,M
RUA T,671,16,F
RUA N,990,18,F
RUA J,773,62,F
RUA O,378,42,F
RUA S,715,12,M
RUA N,533,65,F
RUA Q,577,69,F
RUA I,574,91,M
RUA W,881,40,M
RUA P,678,14,M
RUA V,468,31,M
RUA G,505,87,F
RUA I,234,40,M
RUA D,878,32,M
RUA W,889,42,F
RUA R,100,67,F
RUA E,65,2,F
RUA P,551,10,F
RUA O,819,69,F
RUA P,154,90,F
RUA X,52,73,F
RUA D,931,77,F
RUA O,79,7,M
RUA O,416,77,M
RUA I,142,52,F
RUA T,963,16,F
RUA B,617,17,M
RUA Q,448,79,M
RUA G,490,49,F
RUA Q,276,72,F
RUA F,680,58,M
RUA A,434,11,M
RUA V,233,97,F
RUA U,831,60,F
RUA X,515,38,F
RUA Q,855,34,M
RUA B,692,58,F
RUA O,454,68,M
RUA N,82,22,M
RUA V,970,38,F
RUA T,169,75,F
RUA C,539,96,F
RUA O,24,21,F
RUA N,207,49,F
RUA H,28,56,F
RUA W,679,59,F
RUA M,112,8,M
RUA T,798,16,F
RUA G,742,5,M
RUA C,958,36,F
RUA U,125,57,M
RUA B,27,45,M
RUA S,288,11,M
RUA V,882,58,M
RUA K,317,74,F
RUA T,460,40,M
RUA E,860,58,M
RUA V,727,18,F
RUA Q,43,68,M
RUA P,342,55,M
RUA M,448,100,F
RUA I,195,2,M
RUA H,636,93,M
RUA U,996,100,F
RUA D,221,90,M
RUA K,222,78,M
RUA A,607,82,M
RUA I,236,46,F
RUA X,523,93,F
RUA K,713,10,M
RUA H,94,28,M
RUA I,379,10,F
RUA P,778,100,F
RUA A,211,1,F
RUA K,412,7,M
RUA T,760,34,F
RUA C,849,100,F
RUA S,529,60,F
RUA P,278,31,F
RUA O,722,95,F
RUA M,656,9,F
RUA X,213,89,M
RUA B,733,75,M
RUA K,453,2,M
RUA O,372,83,F
RUA X,736,0,M
RUA U,213,60,F
RUA F,70,68,F
RUA P,987,28,M
RUA W,222,24,M
RUA L,303,50,M
RUA V,684,35,M
RUA R,279,73,F
RUA F,530,29,F
RUA B,313,30,M
RUA G,412,82,M
RUA Q,889,83,F
RUA D,232,56,M
RUA G,576,48,M
RUA I,857,41,F
RUA E,628,13,F
RUA A,777,44,F
RUA X,514,73,M
RUA F,736,87,F
RUA R,957,85,F
RUA U,719,77,F
RUA X,494,49,M
RUA I,790,19,F
RUA T,255,78,F
RUA H,265,2,M
RUA U,907,87,F
RUA X,107,20,M
RUA B,388,93,M
RUA T,321,5,F
RUA I,960,12,M
RUA Q,953,82,F
RUA G,626,84,F
RUA O,444,26,F
RUA M,34,29,M
RUA H,946,19,F
RUA A,612,26,F
RUA R,542,40,F
RUA M,115,0,M
RUA I,128,100,M
RUA U,771,43,M
RUA O,612,51,F
RUA R,443,18,F
RUA H,813,36,M
RUA V,422,26,F
RUA G,802,16,M
RUA V,486,40,M
RUA E,460,17,M
RUA U,853,27,M
RUA M,108,53,F
RUA J,315,11,M
RUA Q,909,85,M
RUA G,860,66,F
RUA G,460,12,F
RUA K,648,28,F
RUA U,509,18,M
RUA H,644,80,M
RUA L,90,60,M
RUA R,617,87,M
RUA P,697,36,F
RUA A,196,29,F
RUA W,371,25,F
RUA W,984,33,F
RUA G,282,5,M
RUA J,848,56,F
RUA P,845,22,M
RUA L,235,11,M
RUA U,84,83,M
RUA Q,240,66,M
RUA I,101,83,F
RUA M,332,92,M
RUA H,746,16,F
RUA S,469,24,F
RUA R,610,51,M
RUA R,908,69,F
RUA F,422,27,M
RUA A,357,2,M
RUA A,534,64,M
RUA C,569,65,M
RUA T,877,75,M
RUA S,595,100,M
RUA G,495,80,M
RUA V,834,71,F
RUA B,715,99,F
RUA M,470,26,M
RUA X,494,20,M
RUA M,138,100,M
RUA U,260,71,F
RUA P,986,38,F
RUA G,870,9,F
RUA L,80,50,F
RUA U,301,93,F
RUA D,18,53,F
RUA A,540,8,M
RUA O,949,41,M
RUA H,145,85,M
RUA J,564,34,F
RUA R,888,99,F
RUA K,873,58,M
RUA C,221,82,F
RUA L,582,96,M
RUA M,861,26,F
RUA A,168,72,F
RUA W,481,6,M
RUA N,488,27,F
RUA L,339,40,M
RUA L,510,36,M
RUA G,211,43,M
RUA G,583,21,F
RUA D,319,9,F
RUA V,998,11,M
RUA A,327,75,M
RUA T,293,40,F
RUA O,43,92,F
RUA K,822,29,M
RUA B,425,66,M
RUA I,923,92,F
RUA B,1,7,F
RUA D,464,29,F
RUA F,952,34,M
RUA S,578,18,M
RUA N,782,58,F
RUA Q,676,66,F
RUA U,816,12,M
RUA G,77,66,F
RUA F,394,32,M
RUA L,43,30,F
RUA X,730,65,M
RUA D,79,55,M
RUA K,329,93,F
RUA K,162,83,F
RUA T,770,95,F
RUA J,699,77,F
RUA J,664,64,F
RUA I,455,46,F
RUA C,41,66,M
RUA P,3,12,F
RUA U,111,50,F
RUA C,454,9,M
RUA H,10,88,F
RUA X,634,92,F
RUA W,610,78,M
RUA X,681,5,F
RUA U,240,100,F
RUA I,676,86,F
RUA L,496,32,F
RUA G,828,5,F
RUA Q,298,23,F
RUA T,993,81,M
RUA A,713,28,M
RUA E,836,41,M
RUA P,625,74,M
RUA V,440,13,F
RUA J,306,73,M
RUA R,660,18,M
RUA V,444,49,M
RUA Q,346,47,F
RUA Q,786,71,M
RUA H,713,64,M
RUA A,619,7,F
RUA P,745,99,M
RUA D,876,86,M
RUA Q,636,98,F
RUA K,868,11,F
RUA F,459,21,M
RUA U,912,94,F
